,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
114,983-Bushwick’s Living Room,"302 Grand StNew York, NY 10002","[Comfort, Food,, American, (Traditional)]",$$,4.0 star rating,277 reviews,https://www.yelp.com/biz/983-bushwicks-living-room-brooklyn,"232 Varet Street, Brooklyn, NY 11206"
115,Momo Sushi Shack,"303 Broome StNew York, NY 10002","[Japanese,, Sushi, Bars,, Asian, Fusion]",$,4.0 star rating,579 reviews,https://www.yelp.com/biz/momo-sushi-shack-brooklyn,"232 Varet Street, Brooklyn, NY 11206"
116,Moku Moku,"85 Eldridge St Lower ENew York, NY 10002","[Japanese,, Tapas/Small, Plates]",$$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/moku-moku-east-williamsburg,"232 Varet Street, Brooklyn, NY 11206"
117,Syndicated Bar Theater Kitchen,"134 Eldridge StNew York, NY 10002","[Cinema,, Gastropubs,, Bars]",$$,3.5 star rating,90 reviews,https://www.yelp.com/biz/syndicated-bar-theater-kitchen-brooklyn,"232 Varet Street, Brooklyn, NY 11206"
118,Forrest Point,"2925 Veterans Rd WStaten Island, NY 10309","[Bars,, Sandwiches,, American, (New)]",$,4.0 star rating,192 reviews,https://www.yelp.com/biz/forrest-point-brooklyn,"232 Varet Street, Brooklyn, NY 11206"
119,Pine Box Rock Shop,"2935 Veterans Rd WStaten Island, NY 10309","[Vegan,, Cocktail, Bars]",$$,4.0 star rating,201 reviews,https://www.yelp.com/biz/pine-box-rock-shop-brooklyn,"232 Varet Street, Brooklyn, NY 11206"
120,Simple,"2935 Veterans Rd WStaten Island, NY 10309","[Japanese,, American, (New),, Hawaiian]",$$,4.5 star rating,124 reviews,https://www.yelp.com/biz/simple-new-york-2,"290 Grand Street, New York, NY 10002"
121,99 Favor Taste,"2965 Veterans Road WestStaten Island, NY 10309","[Hot, Pot,, Barbeque]",$$,4.0 star rating,916 reviews,https://www.yelp.com/biz/99-favor-taste-new-york-3,"290 Grand Street, New York, NY 10002"
122,Shu Jiao Fu Zhou Cuisine Restaurant,"2935 Veteran's Rd WStaten Island, NY 10309",[Chinese],$$,4.5 star rating,290 reviews,https://www.yelp.com/biz/shu-jiao-fu-zhou-cuisine-restaurant-new-york,"290 Grand Street, New York, NY 10002"
123,Vanessa’s Dumpling House,"4864 Arthur Kill RdStaten Island, NY 10309",[Chinese],$,4.0 star rating,1926 reviews,https://www.yelp.com/biz/vanessas-dumpling-house-new-york-2,"290 Grand Street, New York, NY 10002"
124,Cafe Katja,"96 Page AveNew York, NY 10309","[Pubs,, German,, Austrian]",$$,4.5 star rating,645 reviews,https://www.yelp.com/biz/cafe-katja-new-york,"290 Grand Street, New York, NY 10002"
125,Pho Grand,"75 Page AveStaten Island, NY 10309",[Vietnamese],$$$,3.5 star rating,641 reviews,https://www.yelp.com/biz/pho-grand-new-york-2,"290 Grand Street, New York, NY 10002"
126,Minus Celsius Ice Cream,"86 Page AveStaten Island, NY 10309","[Ice, Cream, &, Frozen, Yogurt,, Coffee, &, Tea]",$$,4.0 star rating,82 reviews,https://www.yelp.com/biz/minus-celsius-ice-cream-new-york,"290 Grand Street, New York, NY 10002"
127,Louie and Chan,"35 Androvette StStaten Island, NY 10309","[Italian,, Lounges,, Cocktail, Bars]",$$,4.0 star rating,163 reviews,https://www.yelp.com/biz/louie-and-chan-new-york,"290 Grand Street, New York, NY 10002"
128,S Wan Cafe,"109 Eldridge StNew York, NY 10002","[Cafes,, Chinese]",$,4.0 star rating,68 reviews,https://www.yelp.com/biz/s-wan-cafe-new-york-2,"290 Grand Street, New York, NY 10002"
129,Attaboy,"118 Eldridge StNew York, NY 10002",[Bars],$$,4.0 star rating,321 reviews,https://www.yelp.com/biz/attaboy-new-york,"290 Grand Street, New York, NY 10002"
130,Z Two Restaurant Diner and Lounge,"79 Orchard StNew York, NY 10002","[Diners,, Lounges,, American, (New)]",$,3.0 star rating,114 reviews,https://www.yelp.com/biz/z-two-restaurant-diner-and-lounge-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
131,Pronto Pizza,"118A Eldridge StNew York, NY 10002","[Pizza,, Food, Delivery, Services,, Italian]",$,3.0 star rating,30 reviews,https://www.yelp.com/biz/pronto-pizza-staten-island-4,"2855 Veterans Road W, Staten Island, NY 10309"
132,Cheeburger Cheeburger,"302 Grand StNew York, NY 10002",[Burgers],$$$,3.0 star rating,69 reviews,https://www.yelp.com/biz/cheeburger-cheeburger-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
133,Panera Bread,"86 Allen StNew York, NY 10002","[Sandwiches,, Salad,, Soup]",$$,3.5 star rating,16 reviews,https://www.yelp.com/biz/panera-bread-staten-island-2,"2855 Veterans Road W, Staten Island, NY 10309"
134,Cheeseburger Cheeseburger,"285 Grand StNew York, NY 10002",[Burgers],$,2.5 star rating,7 reviews,https://www.yelp.com/biz/cheeseburger-cheeseburger-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
135,Aunt Butchies of Brooklyn,"81 Orchard StNew York, NY 10002","[Italian,, Bakeries,, Cocktail, Bars]",$,4.0 star rating,73 reviews,https://www.yelp.com/biz/aunt-butchies-of-brooklyn-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
136,Casale’s Bakery & Cafe,"99 Allen StNew York, NY 10002","[Bakeries,, Desserts,, Sandwiches]",$,4.5 star rating,20 reviews,https://www.yelp.com/biz/casales-bakery-and-cafe-new-york-3,"2855 Veterans Road W, Staten Island, NY 10309"
137,Page Plaza Diner,"277 Broome StNew York, NY 10002","[American, (Traditional),, Diners,, Breakfast, &, Brunch]",$,4.0 star rating,62 reviews,https://www.yelp.com/biz/page-plaza-diner-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
138,Zio Toto,"350 7th AveBrooklyn, NY 11215",[Italian],$$,3.5 star rating,89 reviews,https://www.yelp.com/biz/zio-toto-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
139,DaddyO’s BBQ and Sports Bar,"363 7th AveBrooklyn, NY 11215","[Barbeque,, Sports, Bars,, American, (New)]",$$,4.0 star rating,218 reviews,https://www.yelp.com/biz/daddyos-bbq-and-sports-bar-staten-island,"2855 Veterans Road W, Staten Island, NY 10309"
140,Simple,"351 7th AveBrooklyn, NY 11215","[Japanese,, American, (New),, Hawaiian]",$$,4.5 star rating,124 reviews,https://www.yelp.com/biz/simple-new-york-2,"75 Allen Street, New York, NY 10002"
141,Shu Jiao Fu Zhou Cuisine Restaurant,"414 8th StBrooklyn, NY 11215",[Chinese],$,4.5 star rating,290 reviews,https://www.yelp.com/biz/shu-jiao-fu-zhou-cuisine-restaurant-new-york,"75 Allen Street, New York, NY 10002"
142,Cafe Katja,"319 7th AveBrooklyn, NY 11215","[Pubs,, German,, Austrian]",$$,4.5 star rating,645 reviews,https://www.yelp.com/biz/cafe-katja-new-york,"75 Allen Street, New York, NY 10002"
143,Vanessa’s Dumpling House,"359 7th AveBrooklyn, NY 11215",[Chinese],$,4.0 star rating,1926 reviews,https://www.yelp.com/biz/vanessas-dumpling-house-new-york-2,"75 Allen Street, New York, NY 10002"
144,Minus Celsius Ice Cream,"339 7th AveBrooklyn, NY 11215","[Ice, Cream, &, Frozen, Yogurt,, Coffee, &, Tea]",$$,4.0 star rating,82 reviews,https://www.yelp.com/biz/minus-celsius-ice-cream-new-york,"75 Allen Street, New York, NY 10002"
145,Dirt Candy,"448 9th StBrooklyn, NY 11215","[Vegetarian,, Vegan]",$$,4.0 star rating,312 reviews,https://www.yelp.com/biz/dirt-candy-new-york-2,"75 Allen Street, New York, NY 10002"
146,99 Favor Taste,"381 7th AveBrooklyn, NY 11215","[Hot, Pot,, Barbeque]",$,4.0 star rating,916 reviews,https://www.yelp.com/biz/99-favor-taste-new-york-3,"75 Allen Street, New York, NY 10002"
147,Roasting Plant,"321 7th AveBrooklyn, NY 11215","[Coffee, &, Tea]",$$,4.0 star rating,228 reviews,https://www.yelp.com/biz/roasting-plant-new-york-4,"75 Allen Street, New York, NY 10002"
148,Round K,"39 W 19th StNew York, NY 10011","[Coffee, &, Tea,, Breakfast, &, Brunch,, Bagels]",$$$,4.5 star rating,125 reviews,https://www.yelp.com/biz/round-k-new-york,"75 Allen Street, New York, NY 10002"
149,Williamsburg Pizza,"53 W 19th StNew York, NY 10011",[Pizza],$$,4.0 star rating,103 reviews,https://www.yelp.com/biz/williamsburg-pizza-new-york-3,"75 Allen Street, New York, NY 10002"
150,Hanco’s,"656 Ave Of The AmericasNew York, NY 10010","[Vietnamese,, Coffee, &, Tea,, Internet, Cafes]",$$$,4.0 star rating,433 reviews,https://www.yelp.com/biz/hancos-brooklyn-2,"344 7th Avenue, Brooklyn, NY 11215"
151,Russo’s Mozzarella and Pasta,"48 W 21st StNew York, NY 10010","[Italian,, Sandwiches,, Pasta, Shops]",$$$,4.0 star rating,161 reviews,https://www.yelp.com/biz/russos-mozzarella-and-pasta-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
152,Indian Spice,"35 W 20th StNew York, NY 10011",[Indian],$$,4.0 star rating,62 reviews,https://www.yelp.com/biz/indian-spice-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
153,Java Joe,"35 W 19th StNew York, NY 10011","[Coffee, &, Tea]",$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/java-joe-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
154,The Soup Bowl of Park Slope,"12 W 18th StNew York, NY 10011",[Soup],$$$,4.0 star rating,63 reviews,https://www.yelp.com/biz/the-soup-bowl-of-park-slope-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
155,Pizza Plus,"17 W 19th StNew York, NY 10011",[Pizza],$$,4.0 star rating,181 reviews,https://www.yelp.com/biz/pizza-plus-brooklyn-2,"344 7th Avenue, Brooklyn, NY 11215"
156,Buttermilk Bakeshop,"107 W 18th StNew York, NY 10011",[Bakeries],$,4.5 star rating,120 reviews,https://www.yelp.com/biz/buttermilk-bakeshop-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
157,Ha Noi Vietnamese Kitchen,"62 W 22nd StNew York, NY 10010",[Vietnamese],$,3.5 star rating,188 reviews,https://www.yelp.com/biz/ha-noi-vietnamese-kitchen-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
158,Brookvin,"50 E Fordham RdBronx, NY 10468","[Wine, Bars,, Tapas, Bars]",$,4.0 star rating,248 reviews,https://www.yelp.com/biz/brookvin-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
159,"Cusp, Crepe and Espresso Bar","158 E 188th StBronx, NY 10468","[Creperies,, Coffee, &, Tea]",$,4.0 star rating,45 reviews,https://www.yelp.com/biz/cusp-crepe-and-espresso-bar-brooklyn,"344 7th Avenue, Brooklyn, NY 11215"
160,Burger & Lobster,"2378 Jerome AveBronx, NY 10468","[Seafood,, Burgers]",$,4.5 star rating,2817 reviews,https://www.yelp.com/biz/burger-and-lobster-new-york,"48 W 20th Street, New York, NY 10011"
161,Boqueria,"2468 Grand ConcourseBronx, NY 10458","[Spanish,, Tapas, Bars,, Wine, Bars]",$,4.0 star rating,914 reviews,https://www.yelp.com/biz/boqueria-new-york,"48 W 20th Street, New York, NY 10011"
162,Grimaldi’s,"2364 Jerome AveBronx, NY 10468",[Pizza],$$,3.5 star rating,645 reviews,https://www.yelp.com/biz/grimaldis-new-york-4,"48 W 20th Street, New York, NY 10011"
163,Natural Gourmet Institute,"2463 Creston AveBronx, NY 10468","[Cooking, Schools,, Vegetarian]",$,4.0 star rating,29 reviews,https://www.yelp.com/biz/natural-gourmet-institute-new-york,"48 W 20th Street, New York, NY 10011"
164,Periyali,"2506 Grand ConcourseBronx, NY 10458",[Greek],$,4.0 star rating,187 reviews,https://www.yelp.com/biz/periyali-new-york,"48 W 20th Street, New York, NY 10011"
165,Sala One Nine,"2431 Jerome AvenueBronx, NY 10468","[Tapas, Bars,, Spanish,, Basque]",$$,4.0 star rating,619 reviews,https://www.yelp.com/biz/sala-one-nine-new-york,"48 W 20th Street, New York, NY 10011"
166,Taste of Persia NYC,"2445 Walton AveBronx, NY 10468",[Persian/Iranian],$$,4.5 star rating,175 reviews,https://www.yelp.com/biz/taste-of-persia-nyc-new-york-2,"48 W 20th Street, New York, NY 10011"
167,Zio Ristorante,"125 E Fordham RdBronx, NY 10468",[Italian],$$,4.0 star rating,197 reviews,https://www.yelp.com/biz/zio-ristorante-new-york,"48 W 20th Street, New York, NY 10011"
168,Telegraphe Cafe,"325 Church StNew York, NY 10013","[Coffee, &, Tea,, Sandwiches,, Breakfast, &, Brunch]",$,4.0 star rating,254 reviews,https://www.yelp.com/biz/telegraphe-cafe-new-york-3,"48 W 20th Street, New York, NY 10011"
169,Bite,"319 Church StNew York, NY 10013","[Salad,, Mediterranean,, Sandwiches]",$$$,4.5 star rating,70 reviews,https://www.yelp.com/biz/bite-new-york-6,"48 W 20th Street, New York, NY 10011"
170,Gyro King,"323 Church StNew York, NY 10013","[Pizza,, Sandwiches,, Greek]",$$,4.0 star rating,24 reviews,https://www.yelp.com/biz/gyro-king-bronx,"2449 Morris Avenue, Bronx, NY 10468"
171,188 Bakery Cuchifrito’s,"8 Greene StNew York, NY 10013","[Bakeries,, Latin, American,, Puerto, Rican]",$$$,4.0 star rating,51 reviews,https://www.yelp.com/biz/188-bakery-cuchifritos-bronx,"2449 Morris Avenue, Bronx, NY 10468"
172,RJC Family’s Cafe,"305 Church StNew York, NY 10013","[Mexican,, Breakfast, &, Brunch,, Diners]",$$$,4.5 star rating,21 reviews,https://www.yelp.com/biz/rjc-familys-cafe-bronx-2,"2449 Morris Avenue, Bronx, NY 10468"
173,Fordham Fried Seafood And Chicken,"311 Church StNew York, NY 10013","[Fast, Food,, Halal,, Seafood]",$$,4.5 star rating,15 reviews,https://www.yelp.com/biz/fordham-fried-seafood-and-chicken-bronx,"2449 Morris Avenue, Bronx, NY 10468"
174,Ebe Ye Yie,"281 W BroadwayNew York, NY 10013",[African],$$$,4.5 star rating,16 reviews,https://www.yelp.com/biz/ebe-ye-yie-bronx,"2449 Morris Avenue, Bronx, NY 10468"
175,Rising Phoenix Tattoo,"301 W BroadwayNew York, NY 10013","[Tattoo,, Piercing]",$$,5.0 star rating,5 reviews,https://www.yelp.com/biz/rising-phoenix-tattoo-bronx,"2449 Morris Avenue, Bronx, NY 10468"
176,Fordham Restaurant,"323 W BroadwayNew York, NY 10013","[Diners,, Breakfast, &, Brunch]",$$,4.0 star rating,16 reviews,https://www.yelp.com/biz/fordham-restaurant-bronx,"2449 Morris Avenue, Bronx, NY 10468"
177,Diamante Poblano Restaurant Corporation,"319 Canal StNew York, NY 10013",[Restaurants],$,3.5 star rating,7 reviews,https://www.yelp.com/biz/diamante-poblano-restaurant-corporation-bronx,"2449 Morris Avenue, Bronx, NY 10468"
178,Tattoos By Mike Paterek,"162 Orchard StNew York, NY 10002",[Tattoo],$$$,5.0 star rating,2 reviews,https://www.yelp.com/biz/tattoos-by-mike-paterek-bronx,"2449 Morris Avenue, Bronx, NY 10468"
179,Lens Lab Express,"151 Ludlow StNew York, NY 10002","[Eyewear, &, Opticians,, Optometrists]",$$,5.0 star rating,4 reviews,https://www.yelp.com/biz/lens-lab-express-bronx-2,"2449 Morris Avenue, Bronx, NY 10468"
180,Saluggi’s,"157 Ludlow StNew York, NY 10002","[Pizza,, Italian]",$$$,4.0 star rating,471 reviews,https://www.yelp.com/biz/saluggis-new-york,"328 Canal Street, New York, NY 10013"
181,La Colombe Coffee,"84 Stanton StNew York, NY 10002","[Coffee, &, Tea]",$$,4.0 star rating,328 reviews,https://www.yelp.com/biz/la-colombe-coffee-new-york,"328 Canal Street, New York, NY 10013"
182,Westside Coffee Shop,"99 Stanton StNew York, NY 10002","[Coffee, &, Tea]",$,4.0 star rating,56 reviews,https://www.yelp.com/biz/westside-coffee-shop-new-york,"328 Canal Street, New York, NY 10013"
183,Blue In Green,"154 Orchard StNew York, NY 10002","[Men's, Clothing]",$$,5.0 star rating,67 reviews,https://www.yelp.com/biz/blue-in-green-new-york,"328 Canal Street, New York, NY 10013"
184,Belle Reve,"135 Ludlow StNew York, NY 10002","[Bars,, American, (New),, Music, Venues]",$,4.0 star rating,72 reviews,https://www.yelp.com/biz/belle-reve-new-york,"328 Canal Street, New York, NY 10013"
185,Macao Trading,"100 StantonNew York, NY 10002","[Asian, Fusion,, Portuguese,, Chinese]",$,3.5 star rating,576 reviews,https://www.yelp.com/biz/macao-trading-new-york,"328 Canal Street, New York, NY 10013"
186,Pepolino Restaurant,"188 Allen StNew York, NY 10002",[Italian],$$$$,4.5 star rating,368 reviews,https://www.yelp.com/biz/pepolino-restaurant-new-york,"328 Canal Street, New York, NY 10013"
187,Everyman Espresso,"99 Rivington StNew York, NY 10002","[Coffee, &, Tea]",$$$$,4.0 star rating,128 reviews,https://www.yelp.com/biz/everyman-espresso-new-york-2,"328 Canal Street, New York, NY 10013"
188,MAMO Restaurant,"13 E 12th StNew York, NY 10003","[Italian,, French]",$$,4.0 star rating,116 reviews,https://www.yelp.com/biz/mamo-restaurant-new-york,"328 Canal Street, New York, NY 10013"
189,Canal Sound & Light,"12 E 12th StNew York, NY 10003","[Electronics,, Party, Equipment, Rentals]",$,4.5 star rating,21 reviews,https://www.yelp.com/biz/canal-sound-and-light-new-york,"328 Canal Street, New York, NY 10013"
190,Wassail,"30 E 13th StNew York, NY 10003","[American, (New),, Cocktail, Bars]",$,4.0 star rating,167 reviews,https://www.yelp.com/biz/wassail-new-york,"160 Orchard Street, New York, NY 10002"
191,La Margarita Pizza,"28 E 12th StNew York, NY 10003",[Pizza],$$$,4.5 star rating,189 reviews,https://www.yelp.com/biz/la-margarita-pizza-new-york,"160 Orchard Street, New York, NY 10002"
192,SakaMai,"28 E 12th StNew York, NY 10003","[Japanese,, Tapas/Small, Plates,, Cocktail, Bars]",$$,4.0 star rating,395 reviews,https://www.yelp.com/biz/sakamai-new-york,"160 Orchard Street, New York, NY 10002"
193,The Meatball Shop,"13 E 13th StNew York, NY 10003","[Italian,, American, (Traditional)]",$,4.0 star rating,2522 reviews,https://www.yelp.com/biz/the-meatball-shop-new-york,"160 Orchard Street, New York, NY 10002"
194,The Stanton Social,"90 University PlNew York, NY 10003","[Breakfast, &, Brunch,, Tapas/Small, Plates,, Lounges]",$,4.0 star rating,2463 reviews,https://www.yelp.com/biz/the-stanton-social-new-york,"160 Orchard Street, New York, NY 10002"
195,Red Compass,"17 E 13th StNew York, NY 10003","[Mediterranean,, Modern, European,, Wine, Bars]",$$,4.0 star rating,77 reviews,https://www.yelp.com/biz/red-compass-new-york,"160 Orchard Street, New York, NY 10002"
196,Creperie,"9 E 13th StNew York, NY 10003",[Creperies],$,4.0 star rating,429 reviews,https://www.yelp.com/biz/creperie-new-york,"160 Orchard Street, New York, NY 10002"
197,El Rey Coffee And Luncheonette,"41 E 11th StNew York, NY 10003","[Coffee, &, Tea,, American, (New)]",$$$,4.0 star rating,171 reviews,https://www.yelp.com/biz/el-rey-coffee-and-luncheonette-new-york,"160 Orchard Street, New York, NY 10002"
198,Cheese Grille,"7917 Myrtle AveGlendale, NY 11385","[American, (Traditional),, Comfort, Food,, Sandwiches]",$$$,4.5 star rating,289 reviews,https://www.yelp.com/biz/cheese-grille-new-york,"160 Orchard Street, New York, NY 10002"
199,Wolfnights,"7135 73rd PlGlendale, NY 11385",[Sandwiches],$$,4.0 star rating,361 reviews,https://www.yelp.com/biz/wolfnights-new-york,"160 Orchard Street, New York, NY 10002"
200,Strip House,"69-80 75th StMiddle Village, NY 11379","[Steakhouses,, Seafood]",$$,4.0 star rating,804 reviews,https://www.yelp.com/biz/strip-house-new-york-5,"15 E 12th Street, New York, NY 10003"
201,Gotham Bar and Grill,"6946 Myrtle AveGlendale, NY 11385","[American, (New),, Bars]",$$,4.5 star rating,1274 reviews,https://www.yelp.com/biz/gotham-bar-and-grill-new-york,"15 E 12th Street, New York, NY 10003"
202,Taboonette,"7128 Cooper AveGlendale, NY 11385","[Mediterranean,, Middle, Eastern,, American, (New)]",$$,4.5 star rating,649 reviews,https://www.yelp.com/biz/taboonette-new-york,"15 E 12th Street, New York, NY 10003"
203,Num Pang Sandwich Shop,"75-01 88th StGlendale, NY 11385","[Cambodian,, Sandwiches]",$$,4.0 star rating,1325 reviews,https://www.yelp.com/biz/num-pang-sandwich-shop-new-york-6,"15 E 12th Street, New York, NY 10003"
204,Dorado Tacos,,"[Mexican,, Gluten-Free]",$$,4.0 star rating,472 reviews,https://www.yelp.com/biz/dorado-tacos-new-york-2,"15 E 12th Street, New York, NY 10003"
205,Corkbuzz Wine Studio,"77A W 85th StNew York, NY 10024","[Wine, Bars,, American, (New)]",$,4.0 star rating,302 reviews,https://www.yelp.com/biz/corkbuzz-wine-studio-new-york,"15 E 12th Street, New York, NY 10003"
206,The Grey Dog,"514 Columbus AveNew York, NY 10024","[Coffee, &, Tea,, Breakfast, &, Brunch,, American, (Traditional)]",$$,4.0 star rating,803 reviews,https://www.yelp.com/biz/the-grey-dog-new-york-8,"15 E 12th Street, New York, NY 10003"
207,La Maison du Croque Monsieur,"505 Columbus AveNew York, NY 10024","[Sandwiches,, French]",$,4.0 star rating,223 reviews,https://www.yelp.com/biz/la-maison-du-croque-monsieur-new-york,"15 E 12th Street, New York, NY 10003"
208,Joe Coffee,"513 Columbus AveNew York, NY 10024","[Coffee, &, Tea]",$$,4.0 star rating,309 reviews,https://www.yelp.com/biz/joe-coffee-new-york-6,"15 E 12th Street, New York, NY 10003"
209,Peacefood Cafe Downtown,"76 W 85th StNew York, NY 10024","[Coffee, &, Tea,, Vegan,, Gluten-Free]",$$,4.0 star rating,450 reviews,https://www.yelp.com/biz/peacefood-cafe-downtown-new-york,"15 E 12th Street, New York, NY 10003"
210,New Sweet Rice Kitchen,"520 Columbus AveNew York, NY 10024",[Chinese],$$,3.0 star rating,15 reviews,https://www.yelp.com/biz/new-sweet-rice-kitchen-glendale,"7817 Myrtle Avenue, Ridgewood, NY 11385"
211,Home Deli and Catering,"519 Columbus AveNew York, NY 10024",[Pizza],$$,4.5 star rating,9 reviews,https://www.yelp.com/biz/home-deli-and-catering-glendale,"7817 Myrtle Avenue, Ridgewood, NY 11385"
212,"Rego Smoked Fish Company, Inc","503 Columbus AveNew York, NY 10024","[Barbeque,, Seafood]",$$$,5.0 star rating,9 reviews,https://www.yelp.com/biz/rego-smoked-fish-company-inc-middle-village,"7817 Myrtle Avenue, Ridgewood, NY 11385"
213,Zum Stammtisch,"510 Columbus AveNew York, NY 10024",[German],$$,4.0 star rating,314 reviews,https://www.yelp.com/biz/zum-stammtisch-glendale,"7817 Myrtle Avenue, Ridgewood, NY 11385"
214,Edison Place,"507 Columbus AveNew York, NY 10024","[American, (New),, Pubs]",$$,4.0 star rating,94 reviews,https://www.yelp.com/biz/edison-place-glendale,"7817 Myrtle Avenue, Ridgewood, NY 11385"
215,Room 55,"105 Norman AveBrooklyn, NY 11222","[American, (New),, Bars,, Tapas/Small, Plates]",$$,4.5 star rating,134 reviews,https://www.yelp.com/biz/room-55-glendale,"7817 Myrtle Avenue, Ridgewood, NY 11385"
