,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
83,"302 W 39th Street, New York, NY 10018",1300,101.54,"('Now available for sublet, no key money. Fully built salon space with top of the line finishings.  The location offers two full floors of built space with a total of about 1,300 sf between the two levels.  Brand new installation and available for lease assignment with reasonable key money.  Please be discrete and do not mention to customers &amp; employees about the situation.  Shown by appointment only.', '.')",40.7553884,-73.9917278,New York,10018
84,"638 W 174th Street, New York, NY 10033",1430,44.48,"(""Located at the base of Broadway Towers which is comprised of 125 residential units between the two towers located on the corners of 173rd and 174th Street and Broadway.  This is a great space located just off the corner and offers about 30'  of frontage on West 174th Street.  Some infrastructure in place for a hair salon but all uses will be considered including vented food use. Landlord will consider appropriate TI allowance or work letter for qualified tenants."", '.')",40.8454465,-73.9391588,New York,10033
85,"766 Classon Avenue, Brooklyn, NY 11238",1300,50.77,"('**listed address is not accurate.  Actual address is kept confidential by request of the current operator. Reach out to broker for the full detail.  \nFully functional restaurant (with class 2 vent, not fully vented) and wine bar available in prime up and coming section of Crown Heights, Brooklyn.  Great location with a phenomenal back yard seating 30+.  Sublet available asking $5,500 per month (can divide in half asking $3,000 per side)   Large dining room, a bar/counter and a great backyard with tons of additional seating.  Beer and wine license in place.  Can buy the existing lease instead with reasonable Key Money.', '.')",40.6736999,-73.9607308,Brooklyn,11238
86,"2029 2031 First Avenue, New York, NY 10029",2000,22.5,,40.7888487,-73.94099,New York,10029
87,"1404 Union Avenue, Newburgh, NY 12550",10838,17.75,"('The Newburgh Commons is on several heavily travelled routes and is located off of Exit 17K of the NY State Thruway. The property is in a fast growing area with new offices near by. Traffic Count - +/-46,905 (2012).', '.')",41.5194818,-74.069474,Newburgh,12550
88,"2776 Long Beach Road, Oceanside, NY 11572",1500,20.4,"('Large Store Front With Basement Approximately 1500 Square Feet. Can Be Used As A Retail Space, Restaurant Or Professional Office, Etc. Beautiful Condition, Equipped With Lobby Area, Personal Office, Large Main Space, 2 Full Bathrooms And Large Open Basement.', '.')",40.644103,-73.639751,Oceanside,11572
89,"1407 Fulton Street, Brooklyn, NY 11216",2000,27.0,"('With approximately 20 feet of frontage and 100 feet deep, this space offers 2000 square feet of retail space in excellent condition.\n\nSeparate entrances offer an opportunity to subdivide the space easily.\n\nProposed uses:\n-Event Space\n-Music Venue\n-Office Space\n-Bar\n-Restaurant\n-Dry Retail\n-Fashion Retailer\n-Medical Space\n-Bike Shop\n-Veterinarian\n-Furniture Store', 'e')",40.6803637,-73.9449376,Brooklyn,11216
90,"190 Wilson Avenue, Brooklyn, NY 11237",700,47.14,"('This is a built out space ready to go with exposed brick and nice lighting. Perfect for an office space, clothing store or any other retail business.', '.')",40.6991439,-73.923518,Brooklyn,11237
91,"86 Central Avenue, Brooklyn, NY 11206",750,68.8,"('One story warehouse being divided into 3 store fronts. This is the corner space with a full basement. Plans are approved work is starting next month. Perfect time to get in early. Early tenant could in to get the roof and be the first restaurant bar with a rooftop in Bushwick!!', '!')",40.700589,-73.930095,Brooklyn,11206
92,"377 S 5th Street, Brooklyn, NY 11211",1000,42.0,"(""Three Brand New Storefronts Available at 377 South 5th St - Corner of S 5th St &amp; Hooper St in Williamsburg\n\nAll Spaces are New Construction, 'Vanilla Boxes' Ready for Occupancy ASAP.\n\nGreat for any Retail, Office, Cafe, Bar, Restaurant Usages. Contact with Any Business/Usage Proposal. \nBar Owners -- All Spaces are Eligible for Liquor License. \n\nAvailable Spaces:\n- Space 1 \nCorner Location with Wrap-Around Glass Frontage. Approx 850SF \n\n- Space 2\nApprox 600SF. Nice Frontage &amp; No Neighbors Above for Majority of Space\n\n- Space 3\nApprox 1000SF. Nice Frontage &amp; No Neighbors Above for Entirety of Space\n\n___"", '_')",40.707867,-73.95336,Brooklyn,11211
93,"561 Gates Avenue, Brooklyn, NY 11221",350,60.0,"('350 Square Foot Finished Space Available at 561 Gates Ave in Brooklyn\n\nThis finished space features glass frontage, exposed brick wall, bathroom and nice finishes throughout. Ready to move in ASAP\n\nGreat for any office usage, boutique retail, juice shop, tattoo shop, salon / barber / nail salon, etc. Please contact for any usage consideration', 'n')",40.687159,-73.944304,Brooklyn,11221
94,"106 Knickerbocker Avenue, Brooklyn, NY 11237",3000,45.0,"('Unique space available for lease in Williamsburg. Two -story building - 3,000 sq.ft. each floor. Can lease either floor or both floors.  Great corner location for retail, restaurant, creative loft space, offices.  1,000 sq. ft. outside deck off second floor. Two entrances, wide window, gas heat, sprinklered.', '.')",40.7052187,-73.9296756,Brooklyn,11237
95,"15 N Broadway, Yonkers, NY 10701",8000,19.5,"('8,000 Square Feet of Retail in Downtown Yonkers near Hudson River.  Close to Metro North Train Station, Shops &amp; Restaurants.  Great Location!! Serious inquiries only.  Principals Only.', '.')",40.9345944,-73.8978411,Yonkers,10701
96,"926 2nd Avenue, New York, NY 10022",1400,85.0,"('Condo Building w/ Retail or  Office on Second Floor', 'r')",40.7542432,-73.9685979,New York,10022
97,"187 Utica Avenue, Brooklyn, NY 11213",900,40.0,"('PRIME CROWN HEIGHTS CORNER STORE .', '.')",40.6724804,-73.9304995,Brooklyn,11213
98,"715 Manhattan Avenue, Brooklyn, NY 11222",2500,85.0,"(""2,500 sq. ft. of commercial retail space, complete with walk-in basement storage space. \n25' ft. frontage on Manhattan Avenue. \n\nCurrently set-up as a chiropractor office.\nOwner is open to various different uses."", '.')",40.7257787,-73.9522378,Brooklyn,11222
99,"130 Grand Street, Brooklyn, NY 11249",450,135.0,"(""450 SF Retail Space available at the base of new construction residential building.\nCorner location makes for an ideal branding opportunity. \nLocated on Grand St., one of Williamsburg' s main shopping corridors.\n11 FT frontage. \nHealthy foot traffic. Grand St is lined with eateries, clothing stores, and cafes."", '.')",40.7148433,-73.9626569,Brooklyn,11249
100,"218 Bedford Avenue, Brooklyn, NY 11211",640,107.0,"('640 SF of retail space inside the Bedford Ave Mini Mall\nRobust foot traffic from quaint shops in the surrounding area', 'a')",40.7165849,-73.9590961,Brooklyn,11211
101,"132 Metropolitan Avenue, Brooklyn, NY 11249",7000,39.43,"('The property comes with a full cabaret licence, which allows service on the two interior floors, the mezzanine and the roof.  The property is fully built out and ready to operate.  With frontage on both North 1st and Metropolitan this property makes an excellent location for a night club.', '.')",40.7162545,-73.9625205,Brooklyn,11249
102,"2 Starr Ridge Road, Brewster, NY 10509",8000,25.0,"('16,000 sq. ft. two story retail/office building with drive-up window available for Lease. Landlord will deliver space in vanilla shell', 'l')",41.390071,-73.594585,Brewster,10509
103,"17 Route 376, Hopewell Junction, NY 12533",5000,12.0,"('Existing restaurant fully equipped located adjacent to a 55 room Hotel.\n\nCurrently Turn Key restaurant.  Great for Steakhouse', 'e')",41.5541697,-73.7969208,Hopewell Junction,12533
104,"615 Pawling Avenue, Troy, NY 12180",1000,10.8,"('Great proven location for almost any type of business.  Hair, nails, consignment, gift, candy, office. Center unit is available. Plenty of off street parking. 2 other high traffic businesses on either side.  Other options available', 'e')",42.7046843,-73.6588176,Troy,12180
105,"73 Hudson Street, New York, NY 10013",2337,55.0,"('Distinguished block-thru building with floor-thru spaces containing 4 large windows in front and back, high ceilings, excellent views and sunlight\nIdeally suited for a wide variety of tenants; Tech Companies, Architects, Creative Agencies, Television &amp; Film, Think Tanks, Professional and more!\nVarious layouts on each floor: can be modified as needed! \nLarge Passenger elevator and 24/7/365 access\n\n2,834sf basement storage available, for additional charge, with the lease of one or more spaces', 's')",40.718313,-74.0092026,New York,10013
106,"4008 Boston Road, Bronx, NY 10475",5000,26.0,"('Retail, neighborhood strip shopping center; GLA 76,000 sq ft on 4.5 acres; One story built on grade; Ample parking; Pylon signage; Traffic light; Curb cuts; Zoned C1-2; NE section of Bronx off Exit 13 [Conner Street] of I 95 opposite Co-Op City; Access to mass transit, i.e. Bus Stop in front and #5 Subway a couple of blocks away;', ';')",40.8836996,-73.8326458,Bronx,10475
107,"8656 Range Street, Queens Village, NY 11427",1300,24.0,"('Fully red brick Free standing building on 67 X 100 lot suitable for any community facility purpose .\nbest for day care center.', '.')",40.731604,-73.734226,Queens Village,11427
108,"70 Boniface Drive, Pine Bush, NY 12566",1200,12.5,"('Incredible business rental unit of 1200 sq. ft. is situated on a nicely landscaped 1.1 acre parcel. This property is zoned Business Park for MANY uses. The Business Park zoning provides for extensive uses such as permitted uses in one or more structures: general retail, personal service, general office, medical office, banks, schools of special instruction, restaurant, general business office, bank with-in service only. Special uses include, shops for custom work, sales, rental and repair of equipment, new or used car sales, wireless communications facilities, light industry. Located nearby two senior housing projects. The list goes on and on.', '.')",41.6025332,-74.2981256,Pine Bush,12566
109,"805 Utica Avenue, Brooklyn, NY 11203",1300,48.0,"('Coldwell Banker Reliable Commercial Division is pleased to offer 805 Utica Avenue for lease. The space is approximately 1,300 SF. A prime retail location in the East Flatbush section of Brooklyn, NY. For additional information, please contact the exclusive broker Coldwell Banker Reliable Commercial Division.', '.')",40.6534229,-73.930207,Brooklyn,11203
110,"87 Graham Avenue, Brooklyn, NY 11206",400,90.0,"('Amazing Price on a Williamsburg Retail Shop', 'p')",40.7045971,-73.942972,Brooklyn,11206
111,"33 Graham Avenue, Brooklyn, NY 11206",1500,58.0,"('Great Central Williamsburg retail space.', '.')",40.7025349,-73.9424304,Brooklyn,11206
112,"56 N 3rd Street, Brooklyn, NY 11249",2075,75.18,"('Prime Williamsburg Location. Delivered vacant.', '.')",40.7175578,-73.9636263,Brooklyn,11249
113,"309 Roebling Street, Brooklyn, NY 11211",2100,25.71,"('Amazing South Williamsburg location. Just 1 block off bustling Broadway. Backyard. Basement space 1,000.', '.')",40.708719,-73.96051,Brooklyn,11211
114,"4025 Hempstead Turnpike, Bethpage, NY 11714",8022,12.0,"('New Hempstead Turnpike professional building to be delivered in July 2007. Located just 1/4 mile from New Island Hospital and Seaford Oyster Bay Expressway. Building features: 360 car parking, new landscaping for the entire building, new built-to-suit offices, and new pylon sign on Hempstead Turnpike.', '.')",40.7258136,-73.4872062,Bethpage,11714
115,"501 Conduit Boulevard, Brooklyn, NY 11208",9057,18.0,"('03/08/2003: Building sold,see comps BYC-16015-03-0320.', '.')",40.6776504,-73.8698095,Brooklyn,11208
116,"1441 Richmond Avenue, Staten Island, NY 10314",1610,35.0,"('95,000 SF SUPERMARKET ANCHORED NEIGHBORHOOD SHOPPING CENTER WITH MANY NATIONAL RETAILERS\nEXCELLENT ACCESS AND PARKING', 'G')",40.6114219,-74.1567931,Staten Island,10314
117,"4205 Avenue D, Brooklyn, NY 11203",3400,39.0,"('Coldwell Banker Reliable Commercial Division is pleased to offer 4205 Avenue D for lease. The site features 3,400 SF of retail space with approximately 9,000 SF additional buildable. Located in the East Flatbush section of Brooklyn, NY.', '.')",40.6416942,-73.9365858,Brooklyn,11203
118,"333 Nostrand Avenue, Brooklyn, NY 11216",800,90.0,"('Corner retail space with 60 feet of street frontage (20\' by 40""). Space is currently undergoing renovations (1 month till completion) and will be delivered white box, with floor to ceiling glass frontage, 12 ft. ceilings, additional windows, and exposed brick throughout.\nBasement storage space available with external access.', '.')",40.686842,-73.95058,Brooklyn,11216
119,"170 E Post Road, White Plains, NY 10601",8600,18.14,"(""1st Floor 4,300 sf + Lower level 4,300 sf / Asking 13,000 Per Month gross + Electric / 36' Frontage / Plenty of Parking"", 'g')",41.029623,-73.7649923,White Plains,10601
120,"205 E 3rd Street, Mount Vernon, NY 10553",5000,18.0,"('Great exposure, signage and parking. All major transportation nearby and highways (1-95, Hutchison River Parkway, Bronx River Parkway, Saw Mill River Parkway and I=87', '7')",40.9086786,-73.8280205,Mount Vernon,10553
121,"525 S 4th Avenue, Mount Vernon, NY 10550",16000,12.5,"(""16,000sf (14,300sf warehouse/1,700sf office)\n4 docks\nCeiling heights from 14' -30' \nComes with land that can accommodate trailers \nHeavy floor load, fully sprinkler, gas heat &amp; plenty of street parking"", 'g')",40.899066,-73.831974,Mount Vernon,10550
122,"257 Mamaroneck Avenue, Mamaroneck, NY 10543",600,30.0,"('Newly renovated space comprised of an open office area, a private office and a kitchenette area equipped with a newly installed sink. This is the only available unit within the building as the previous tenant occupied the space since 1968.Management is currently in the process of extensively renovating the second floor common areas and bathrooms.', '.')",40.9507153,-73.7339507,Mamaroneck,10543
123,"155 Lafayette Avenue, White Plains, NY 10603",21000,14.0,"(""3 story Flex property consisting of +/- 15,000sf\n(+/- 8,000sf warehouse / +/- 7,000sf office)\n16'  ceiling heights in warehouse / 1 loading dock\n+/-60 Total parking space - 1/3rd covered (possible additional secured storage space), 2/3rd parking lot across the street\n Turn key  office space, pantry, conf. room, etc. \nOne of a kind Security System \nCan be delivered 100% vacant or partially occupied\nProperty Taxes +/- $51,500\nFloor Plans available"", 'e')",41.0653992,-73.7719107,White Plains,10603
124,"246 Seigel Street, Brooklyn, NY 11206",5000,29.0,"(""-5000sf (50x100) Warehouse Space\n-21' ceilings \n-Gas heat blowers\n-2 Drive in Doors in front of building / 1 Drive in on side that leads to parking spaces\n-Heavy Power\n\n-2000sf Mezzanine office also available that can be combined with warehouse\n\n-Owner looking for 3-10 years lease term\n-Divisions will be entertained but at the tenants expense"", 'e')",40.705014,-73.935557,Brooklyn,11206
