,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
25070,47,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,1
16870,43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19143,45,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
29937,29,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,2829,0,14,Philippines,0
4175,17,?,11th,7,Never-married,?,Own-child,White,Female,0,0,18,United-States,0
2120,39,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
20949,52,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0
10391,64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
19093,44,Private,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,0
10763,45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70,?,0
14970,59,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
12994,28,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Other-relative,White,Female,3137,0,40,United-States,0
13879,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
23380,24,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
10311,59,Private,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic,0
9611,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
10712,20,Private,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,0
2108,26,Private,Some-college,10,Married-spouse-absent,Craft-repair,Other-relative,Black,Female,0,0,35,Dominican-Republic,0
24695,17,?,11th,7,Never-married,?,Other-relative,White,Female,0,0,25,United-States,0
23859,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
23748,19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
29994,25,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
21893,65,?,Prof-school,15,Never-married,?,Not-in-family,White,Male,25124,0,80,United-States,1
30124,63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,60,United-States,1
25134,33,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,0
15483,31,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
2270,40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
27495,33,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
6442,28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
9508,24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
655,27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,32,United-States,0
28346,46,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,0
31613,26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
17845,46,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,45,United-States,0
1688,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1
14161,27,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
15328,25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
26470,19,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,33,United-States,0
29466,18,?,11th,7,Never-married,?,Own-child,White,Male,0,0,25,United-States,0
7216,42,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
17224,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
27701,44,Private,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
13969,22,Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0
13393,57,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
13784,47,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
14400,56,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,0
17715,33,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
14413,68,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Italy,1
31184,20,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
24481,30,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1672,45,United-States,0
20614,30,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,99999,0,50,United-States,1
12285,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
4326,25,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
12033,47,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,0
22657,44,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
7834,23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
1386,45,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,0
9181,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,1
3124,42,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
18437,33,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,4064,0,40,United-States,0
18956,37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,1
21428,54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
19152,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
10680,18,?,11th,7,Never-married,?,Unmarried,Black,Female,0,0,50,United-States,0
6962,51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
7039,19,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
16029,38,Local-gov,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,0
8802,58,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,1
24130,28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
29206,23,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,0
29390,30,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
15758,59,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
21286,50,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
31686,60,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
15489,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23361,24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0
15192,38,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1
4190,67,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
8040,46,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
29447,55,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,0
31834,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States,0
1466,70,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
30245,50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,1
32553,43,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
30879,39,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
1078,22,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan,0
14850,62,Private,Some-college,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,0
15024,45,Self-emp-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,?,0
5128,55,State-gov,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,0
446,20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
32334,37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
2972,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,45,United-States,1
18810,41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
18014,39,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,45,Philippines,1
9848,29,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1485,60,United-States,1
27850,22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
21625,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,1
30247,49,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,60,United-States,1
12466,49,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
5293,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,0
12043,31,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0
2051,22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
13607,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0
22182,27,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Cuba,1
9727,18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
16658,34,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
22233,26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,0
7457,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
24336,37,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
29189,48,Private,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,2472,70,United-States,1
9221,55,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
15902,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,0
9182,34,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
24142,41,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
18648,32,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
6559,21,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
27782,31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
27096,17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
27149,18,State-gov,HS-grad,9,Never-married,Sales,Not-in-family,Black,Female,0,0,30,United-States,0
714,40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,0
11478,36,Private,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,35,?,0
22945,38,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
20818,55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
19589,27,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
24892,55,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,70,?,1
4045,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
8961,57,Local-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,0
961,25,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,0
16846,23,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
7292,25,?,HS-grad,9,Never-married,?,Own-child,White,Male,0,1602,40,United-States,0
11602,26,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Columbia,0
13138,33,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
10882,28,?,HS-grad,9,Divorced,?,Own-child,White,Female,0,0,10,United-States,0
8798,28,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
3558,41,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,0
267,19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,24,Canada,0
22793,30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
26317,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
26949,44,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
29776,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,United-States,0
18169,49,Private,11th,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,0
4408,52,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,1
22158,28,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,0
21562,65,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,0
24343,49,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,0
31446,54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
31151,53,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0,1669,35,United-States,0
13742,63,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,0
22819,30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,United-States,0
1962,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
2870,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0
15705,25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
29040,46,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,1
1824,19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,45,United-States,0
163,44,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
11874,42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
5373,27,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,0
17385,45,Private,1st-4th,2,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
19245,46,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
17324,39,Federal-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
29256,45,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,40,?,1
6466,52,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,1
20092,27,State-gov,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,38,United-States,1
2429,41,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
3262,26,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
21617,55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
16596,28,?,Masters,14,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,0
1886,22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,0
16521,61,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103,0,50,United-States,0
30390,61,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
17019,42,Self-emp-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1
31664,32,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
27695,30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
13135,41,State-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,0
28595,26,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,1
21769,52,Federal-gov,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1
18435,58,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,0
21656,24,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
