|title|blurb|category|location|goal_USD|pledged_USD|percent_received|pledged_USD|num_backers|num_backers_tier|pledge_tier|url|exchange_rate|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days
38|Castle Story|Castle Story is a voxel-based creative strategy game about building castles brick by brick and defending them against enemies.|Video Games|Montreal, Canada|80000.0|702516.0|878.145|702516.0|27060|[11362, 11763, 816, 1370, 274, 843, 51, 69, 192, 52, 82, 66, 4]|[15.0, 25.0, 30.0, 45.0, 50.0, 55.0, 75.0, 80.0, 100.0, 150.0, 250.0, 350.0, 2000.0]|/projects/902505202/castle-story|1.0|dreaming|3|medium|1|902505202|Sauropod Studio|Canada|2012-07-27|2012-08-26|30
39|3Doodler: The World's First 3D Printing Pen|It's a pen that can draw in the air! 3Doodler is the 3D printing pen you can hold in your hand. Lift your imagination off the page!|Hardware|Boston, MA|30000.0|2344134.0|7813.78|2344134.0|26457|[1053, 15, 100, 2499, 3498, 2000, 2400, 1339, 2500, 3500, 1999, 3599, 1698, 85, 10, 10, 4, 1]|[1.0, 25.0, 50.0, 75.0, 75.0, 75.0, 75.0, 75.0, 99.0, 99.0, 99.0, 99.0, 99.0, 125.0, 220.0, 220.0, 1000.0, 10000.0]|/projects/1351910088/3doodler-the-worlds-first-3d-printing-pen|1.0|high|2|low|0|1351910088|WobbleWorks LLC.|USA|2013-02-19|2013-03-25|34
40|The Everyday Backpack, Tote, and Sling|The world's best everyday bags. Designed by photographers to revolutionize camera carry, but built for everyone to organize your life.|Product Design|San Francisco, CA|500000.0|6565782.0|1313.1564|6565782.0|26359|[2967, 367, 2076, 187, 10011, 1627, 5422, 881, 181, 88, 805, 693, 387, 353]|[115.0, 125.0, 145.0, 155.0, 189.0, 199.0, 219.0, 229.0, 295.0, 325.0, 365.0, 395.0, 449.0, 479.0]|/projects/peak-design/the-everyday-backpack-tote-and-sling|1.0|dreaming|3|dreaming|3|peak-design|Peak Design|USA|2016-07-12|2016-09-09|59
41|Elite: Dangerous|Take a ship and 100 credits to make money legally or illegally - trade, bounty-hunt, pirate, assassinate your way across the galaxy.|Video Games|Cambridge, UK|1562500.0|1972895.0|126.26528|1972895.0|25681|[371, 181, 128, 9999, 1389, 738, 921, 138, 641, 1995, 577, 369, 1278, 344, 374, 159, 60, 485, 843, 1339, 1125, 1167, 261, 387, 113, 100, 16, 7, 12, 5, 1]|[8.0, 16.0, 24.0, 32.0, 40.0, 48.0, 51.0, 56.0, 59.0, 64.0, 67.0, 72.0, 80.0, 88.0, 96.0, 112.0, 120.0, 128.0, 136.0, 144.0, 160.0, 240.0, 321.0, 481.0, 801.0, 1202.0, 2404.0, 4808.0, 7212.0, 8013.0, 8013.0]|/projects/1461411552/elite-dangerous|1.25|dreaming|3|dreaming|3|1461411552|Frontier Developments|USA|2012-11-05|2013-01-04|60
42|Theatre Is Evil: the album, art book and tour|"WE ARE THE MEDIA! With your backing, me &The Grand Theft Orchestra released ""Theatre Is Evil"" in September2011, hit the billboard top 10, toured the world, played 25 house parties &made a MASSIVE book with album-inspired art from 30+ artists!"|Music|Boston, MA|100000.0|1192793.0|1192.793|1192793.0|24883|[4744, 6356, 9333, 1347, 488, 1603, 65, 5, 298, 50, 88, 74, 83, 46, 50, 6, 38, 6, 28, 72, 4, 34, 2, 0]|[1.0, 5.0, 25.0, 50.0, 100.0, 125.0, 250.0, 250.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 500.0, 500.0, 1000.0, 1000.0, 1000.0, 5000.0, 10000.0, 10000.0]|/projects/amandapalmer/amanda-palmer-the-new-record-art-book-and-tour|1.0|dreaming|3|high|2|amandapalmer|Amanda Palmer|USA|2012-04-30|2012-05-31|31
43|Homestuck Adventure Game|An adventure game based on Homestuck, by Andrew Hussie.|Video Games|Miami, FL|700000.0|2485506.0|355.072285714|2485506.0|24346|[7329, 4559, 1838, 743, 1693, 1458, 268, 491, 1731, 144, 215, 44, 463, 116, 400, 131, 699, 40, 104, 440, 267, 48, 612, 132, 2, 2]|[15.0, 25.0, 55.0, 80.0, 105.0, 105.0, 105.0, 130.0, 155.0, 180.0, 180.0, 180.0, 205.0, 205.0, 230.0, 255.0, 255.0, 330.0, 380.0, 380.0, 405.0, 505.0, 605.0, 1000.0, 5000.0, 10000.0]|/projects/14293468/homestuck-adventure-game|1.0|dreaming|3|dreaming|3|14293468|MS Paint Adventures|USA|2012-09-04|2012-10-04|30
44|Hyper Light Drifter|Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike.|Video Games|Los Angeles, CA|27000.0|645158.0|2389.47407407|645158.0|24150|[8431, 5641, 1708, 2596, 3300, 200, 184, 418, 700, 100, 245, 99, 50, 136, 59, 1, 50, 5, 11, 5, 8, 7, 1]|[10.0, 15.0, 20.0, 25.0, 40.0, 60.0, 62.0, 64.0, 75.0, 100.0, 109.0, 110.0, 115.0, 120.0, 150.0, 200.0, 225.0, 250.0, 350.0, 500.0, 600.0, 1000.0, 1400.0]|/projects/1661802484/hyper-light-drifter|1.0|high|2|low|0|1661802484|Heart Machine|USA|2013-09-12|2013-10-12|30
45|Blue Mountain State: The Movie|An epic, outrageous, feature length comedy based on the popular TV series.|Narrative Film|Los Angeles, CA|1500000.0|1911827.0|127.455133333|1911827.0|23999|[950, 979, 4590, 1042, 318, 344, 836, 9596, 97, 477, 3097, 528, 181, 264, 119, 93, 43, 9, 5, 14, 1, 5, 9, 1, 0, 2, 10, 9]|[1.0, 10.0, 20.0, 25.0, 30.0, 35.0, 40.0, 50.0, 65.0, 75.0, 100.0, 200.0, 300.0, 500.0, 750.0, 750.0, 750.0, 1000.0, 1001.0, 1500.0, 2500.0, 3000.0, 3500.0, 5000.0, 6500.0, 8000.0, 10000.0, 10000.0]|/projects/773106364/blue-mountain-state-the-movie|1.0|dreaming|3|dreaming|3|773106364|Eric Falconer|USA|2014-04-15|2014-05-15|30
46|Passion Planner: The One Place for All Your Thoughts|An appointment calendar, goal setting guide, journal, sketchbook, gratitude log & personal and work to-do lists all in one notebook.|Product Design|San Diego, CA|10000.0|658434.0|6584.34|658434.0|23626|[3438, 5745, 50, 28, 75, 150, 2, 250, 27, 550, 2169, 300, 99, 1410, 1627, 100, 200, 2, 954, 250, 1, 499, 500, 421, 200, 300, 699, 150, 150, 300, 350, 110, 205, 200, 422, 75, 100, 200, 200, 100, 196, 106, 30, 20, 72, 45, 20, 74, 118, 25, 50, 30, 20, 20, 16, 10, 19, 10, 14, 10, 9, 15, 36]|[1.0, 1.0, 20.0, 23.0, 23.0, 23.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 55.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 70.0, 75.0, 75.0, 75.0, 75.0, 80.0, 80.0, 80.0, 100.0, 100.0, 100.0, 120.0, 120.0, 120.0, 140.0, 140.0, 160.0, 160.0, 180.0, 180.0, 200.0, 200.0]|/projects/angeliatrinidad/passion-planner-the-one-place-for-all-your-thought|1.0|medium|1|low|0|angeliatrinidad|Angelia Trinidad|USA|2014-11-03|2014-12-03|30
47|LightSail: A Revolutionary Solar Sailing Spacecraft|Unlimited free energy from the sun will provide CubeSat propulsion and revolutionize access to space for low-cost citizen projects.|Space Exploration|Pasadena, CA|200000.0|1241615.0|620.8075|1241615.0|23331|[2149, 2528, 1320, 1272, 1663, 351, 5519, 385, 308, 50, 713, 1744, 235, 93, 299, 60, 1483, 393, 17, 228, 104, 550, 200, 50, 51, 53, 37, 40, 308, 26, 15, 118, 57, 236, 37, 25, 43, 67, 61, 2, 10, 3, 2]|[1.0, 5.0, 15.0, 20.0, 25.0, 25.0, 35.0, 35.0, 35.0, 35.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 55.0, 75.0, 75.0, 75.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 150.0, 150.0, 150.0, 160.0, 175.0, 185.0, 375.0, 375.0, 500.0, 500.0, 1000.0, 1000.0, 1500.0, 5000.0, 10000.0]|/projects/theplanetarysociety/lightsail-a-revolutionary-solar-sailing-spacecraft|1.0|dreaming|3|dreaming|3|theplanetarysociety|Bill Nye, CEO, The Planetary Society|USA|2015-05-12|2015-06-26|45
48|Stonehearth|A sandbox strategy game with town building, crafting, and epic battles!|Video Games|San Jose, CA|120000.0|751920.0|626.6|751920.0|22844|[90, 6499, 735, 9942, 1440, 3316, 214, 342, 65, 24, 9, 20, 3, 4, 2]|[5.0, 15.0, 25.0, 30.0, 45.0, 50.0, 75.0, 100.0, 150.0, 250.0, 500.0, 525.0, 1000.0, 2000.0, 5000.0]|/projects/1590639245/stonehearth|1.0|dreaming|3|high|2|1590639245|Radiant Entertainment|USA|2013-04-29|2013-05-30|30
49|Massive Darkness|A dungeon crawl board game with no game master. Explore the darkness for loot and experience, facing hordes of awesome miniatures.|Tabletop Games|Atlanta, GA|200000.0|3560642.0|1780.321|3560642.0|22361|[1820, 18505]|[110.0, 120.0]|/projects/coolminiornot/massive-darkness|1.0|dreaming|3|dreaming|3|coolminiornot|CoolMiniOrNot|USA|2016-06-07|2016-07-07|30
50|Shroud of the Avatar: Forsaken Virtues|Lord British returns to his fantasy RPG roots with Shroud of the Avatar, hearkening back to his innovative early work.|Video Games|Austin, TX|1000000.0|1919275.0|191.9275|1919275.0|22322|[88, 4989, 4990, 2513, 865, 1063, 1747, 53, 1575, 358, 669, 803, 1217, 156, 133, 60, 66, 373, 207, 68, 20, 17, 5, 9, 2]|[10.0, 25.0, 30.0, 33.0, 40.0, 50.0, 60.0, 80.0, 80.0, 100.0, 120.0, 125.0, 150.0, 200.0, 250.0, 350.0, 400.0, 500.0, 750.0, 1500.0, 3000.0, 3500.0, 5000.0, 10000.0, 10000.0]|/projects/portalarium/shroud-of-the-avatar-forsaken-virtues-0|1.0|dreaming|3|dreaming|3|portalarium|Portalarium, Inc.|USA|2013-03-08|2013-04-07|30
51|Obduction|An all-new, immersive adventure game from the award-winning creators of Myst and Riven.|Video Games|Spokane, WA|1100000.0|1321306.0|120.118727273|1321306.0|22195|[559, 11890, 4652, 3075, 896, 783, 114, 37, 30, 25, 8, 5]|[1.0, 25.0, 45.0, 75.0, 120.0, 250.0, 425.0, 850.0, 850.0, 1100.0, 4500.0, 10000.0]|/projects/cyaninc/obduction|1.0|dreaming|3|dreaming|3|cyaninc|Cyan, Inc.|USA|2013-10-17|2013-11-16|30
52|Remix Mini - The World's First True Android PC.|Remix Mini is a tiny PC. It gives you a PC experience unlike anything on Android and an Android experience unlike anything on a PC.|Hardware|Beijing, China|50000.0|1647155.0|3294.31|1647155.0|21975|[500, 634, 14840, 702, 1435, 2956, 487, 304]|[20.0, 30.0, 40.0, 50.0, 60.0, 80.0, 200.0, 359.0]|/projects/jidetech/remix-mini-the-worlds-first-true-android-pc|1.0|high|2|medium|1|jidetech|Jide Tech|China|2015-07-15|2015-08-29|45
53|Dreamfall Chapters: The Longest Journey|Dreamfall Chapters is the long-awaited sequel to acclaimed PC adventure games The Longest Journey and Dreamfall: The Longest Journey|Video Games|Oslo, Norway|850000.0|1538425.0|180.991176471|1538425.0|21858|[252, 4997, 8029, 2878, 2227, 1330, 610, 183, 286, 100, 497, 49, 29, 50, 20, 10, 10, 6, 0, 0, 4, 0, 3]|[5.0, 20.0, 25.0, 50.0, 75.0, 110.0, 150.0, 200.0, 250.0, 350.0, 500.0, 750.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 2500.0, 5000.0, 5000.0, 5000.0, 7500.0, 10000.0]|/projects/redthread/dreamfall-chapters-the-longest-journey|1.0|dreaming|3|dreaming|3|redthread|Red Thread Games|Norway|2013-02-08|2013-03-10|30
54|Radiotopia: A Storytelling Revolution|We are a collective of amazing storytelling radio shows. Let's remake public radio together.|Radio &amp; Podcasts|Cambridge, MA|250000.0|620412.0|248.1648|620412.0|21808|[5139, 1476, 1974, 1354, 35, 287, 1299, 694, 125, 146, 19, 166, 197, 966, 849, 525, 257, 101, 5, 4, 7, 6, 7, 6, 14, 3, 3, 7, 1, 1, 5, 2, 1]|[5.0, 10.0, 15.0, 25.0, 40.0, 40.0, 45.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 65.0, 100.0, 110.0, 150.0, 200.0, 250.0, 300.0, 300.0, 350.0, 500.0, 550.0, 1000.0, 1000.0, 1500.0, 1500.0, 1750.0, 3500.0, 5000.0, 10000.0]|/projects/1748303376/radiotopia-a-storytelling-revolution|1.0|dreaming|3|dreaming|3|1748303376|PRX, Inc|USA|2014-10-14|2014-11-14|31
55|System Shock|System Shock is a complete remake of the genre defining classic from 1994 built by a team of industry veterans. Remember Citadel.|Video Games|Vancouver, WA|900000.0|1350700.0|150.077777778|1350700.0|21625|[408, 300, 11744, 4064, 1837, 372, 2434, 130, 94, 20, 12, 5, 1, 7, 3]|[5.0, 25.0, 30.0, 50.0, 75.0, 100.0, 150.0, 350.0, 500.0, 750.0, 1000.0, 2000.0, 3000.0, 5000.0, 10000.0]|/projects/1598858095/system-shock|1.0|dreaming|3|dreaming|3|1598858095|Nightdive Studios|USA|2016-06-28|2016-07-28|30
56|Bunch O Balloons: 100 Water Balloons in Less Than 1 Minute|Fill and tie hundreds of water balloons in minutes with our attachment that comes ready-to-go, no preparation necessary!|Product Design|Plano, TX|10000.0|929160.0|9291.6|929160.0|21455|[100, 150, 2500, 3500, 3677, 50, 100, 1500, 2500, 2328, 50, 100, 750, 1000, 1175, 10, 20, 200, 500, 381, 10, 50, 150, 119, 12, 132]|[15.0, 15.0, 15.0, 16.0, 17.0, 30.0, 30.0, 30.0, 32.0, 34.0, 60.0, 60.0, 60.0, 65.0, 70.0, 120.0, 120.0, 120.0, 130.0, 140.0, 240.0, 240.0, 260.0, 280.0, 480.0, 480.0]|/projects/bunchoballoons/bunch-o-balloons-100-water-balloons-in-less-than-1|1.0|medium|1|low|0|bunchoballoons|Tinnus Enterprises|USA|2014-07-22|2014-08-21|30
57|PowerUp 3.0 - Smartphone Controlled Paper Airplane|PowerUp 3.0 turns your self-made paper airplane into a smartphone-controlled flying machine|Flight|New York, NY|50000.0|1232612.0|2465.224|1232612.0|21412|[393, 213, 299, 3741, 10687, 5042, 759, 50, 42, 20]|[1.0, 5.0, 30.0, 30.0, 40.0, 75.0, 99.0, 250.0, 299.0, 500.0]|/projects/393053146/powerup-30-smartphone-controlled-paper-airplane|1.0|high|2|medium|1|393053146|Shai Goitein|USA|2013-11-26|2014-01-25|60
58|Zombicide: Black Plague|The ultimate zombie boardgame, reinvented in a medieval fantasy setting! New survivors, new zombies, new equipment, and revamped rules!|Tabletop Games|Atlanta, GA|125000.0|4079204.0|3263.3632|4079204.0|20915|[1026, 900, 18085]|[100.0, 140.0, 150.0]|/projects/coolminiornot/zombicide-black-plague|1.0|dreaming|3|high|2|coolminiornot|CoolMiniOrNot|USA|2015-06-08|2015-07-06|28
59|"""Oi"" - The bike bell that doesn't look like a bike bell"|Bike bells generally look and sound a bit ugly. But why? What if they looked sexy and sounded like an angel playing a glockenspiel?|Product Design|Melbourne, AU|15400.0|830548.18|5393.17|830548.18|20787|[108, 9206, 499, 1455, 228, 5814, 1237, 101, 920, 473, 12, 611, 55, 12]|[1.42, 19.0, 19.0, 33.0, 33.0, 35.0, 43.0, 51.0, 63.0, 86.0, 93.0, 102.0, 194.0, 554.0]|/projects/1951570531/oi-the-bike-bell-that-doesnt-look-like-a-bike-bell|0.77|medium|1|low|0|1951570531|Knog|USA|2016-03-01|2016-03-29|28
60|Planet Money T-shirt|We are a team of multimedia reporters covering the global economy. We are going to make a t-shirt and tell the story of its creation.|Radio &amp; Podcasts|New York, NY|50000.0|590807.0|1181.614|590807.0|20242|[20159]|[25.0]|/projects/planetmoney/planet-money-t-shirt|1.0|high|2|medium|1|planetmoney|Planet Money|USA|2013-04-30|2013-05-14|14
61|The Banner Saga|A mature, story-driven, turn-based strategy game steeped in viking culture, by three game industry veterans.|Video Games|Austin, TX|100000.0|723886.0|723.886|723886.0|20042|[35, 9028, 4710, 2735, 1850, 513, 680, 241, 47, 17, 50, 17, 10, 7, 0, 3, 1]|[5.0, 10.0, 25.0, 50.0, 50.0, 80.0, 100.0, 150.0, 250.0, 350.0, 600.0, 800.0, 1200.0, 2500.0, 4500.0, 5000.0, 10000.0]|/projects/stoic/the-banner-saga|1.0|dreaming|3|high|2|stoic|Stoic|USA|2012-03-19|2012-04-20|32
62|WARMACHINE: TACTICS|Turn-based tactical combat for PC and Mac, set in the steam-powered world of the award-winning WARMACHINE tabletop game.|Video Games|Bellevue, WA|550000.0|1578950.0|287.081818182|1578950.0|19829|[169, 6954, 910, 740, 4500, 667, 300, 1260, 1234, 726, 1686, 617, 29, 0, 3]|[1.0, 20.0, 25.0, 35.0, 40.0, 45.0, 55.0, 65.0, 85.0, 145.0, 205.0, 350.0, 650.0, 3000.0, 5000.0]|/projects/409030043/warmachine-tactics|1.0|dreaming|3|dreaming|3|409030043|Privateer Press Interactive|USA|2013-07-10|2013-08-10|30
63|FaceCradle Travel Pillow - Upgrade to Sleeping Class!|"""Upgrade to Sleeping Class"" - FaceCradle Travel Pillow!  With 5 comfort modes, 4 more than a regular neck pillow, now you can sleep!"|Product Design|Melbourne, AU|15400.0|1139007.87|7396.155|1139007.87|19611|[126, 68, 300, 6950, 3261, 100, 844, 549, 2999, 1468, 1800, 828, 6, 97, 104, 1]|[4.0, 4.0, 22.0, 30.0, 30.0, 37.0, 37.0, 37.0, 58.0, 58.0, 91.0, 91.0, 180.0, 182.0, 291.0, 349.0]|/projects/1879934341/facecradle-travel-pillow-upgrade-to-sleeping-class|0.77|medium|1|low|0|1879934341|Hairy Turtle Pty Ltd|USA|2016-08-16|2016-09-30|45
64|Divinity: Original Sin|Divinity Original Sin is an old-school cRPG with new ideas & modern execution, will release this year. Funded by fantastic backers!|Video Games|Ghent, Belgium|400000.0|944282.0|236.0705|944282.0|19541|[93, 47, 7501, 3005, 937, 3009, 421, 1998, 213, 47, 266, 356, 254, 321, 263, 21, 108, 200, 60, 35, 48, 11, 41, 30, 58, 7, 20, 30, 10, 3, 2, 4, 0, 0]|[5.0, 10.0, 25.0, 28.0, 35.0, 40.0, 50.0, 65.0, 65.0, 75.0, 80.0, 95.0, 95.0, 95.0, 100.0, 125.0, 135.0, 150.0, 150.0, 160.0, 175.0, 200.0, 200.0, 250.0, 300.0, 500.0, 500.0, 550.0, 600.0, 1000.0, 1500.0, 2500.0, 5000.0, 10000.0]|/projects/larianstudios/divinity-original-sin|1.0|dreaming|3|dreaming|3|larianstudios|Larian Studios LLC|Belgium|2013-03-27|2013-04-26|30
65|Sense: Know More. Sleep Better.|Sense is a simple system that tracks your sleep behavior, monitors the environment of your bedroom and reinvents the alarm.|Technology|San Francisco, CA|100000.0|2410741.0|2410.741|2410741.0|19349|[415, 50, 2, 9555, 8416, 178, 237, 113, 250, 10, 10, 4]|[1.0, 25.0, 50.0, 99.0, 129.0, 149.0, 189.0, 249.0, 399.0, 639.0, 1000.0, 5000.0]|/projects/hello/sense-know-more-sleep-better|1.0|dreaming|3|high|2|hello|Hello|USA|2014-07-23|2014-08-22|30
66|SnapPower Charger: Add USB ports to your wall with no wiring|The outlet cover plate that charges everything USB - no silly hardwiring, just magic.|Technology|Orem, UT|35000.0|839301.0|2398.00285714|839301.0|18604|[500, 600, 1310, 700, 2400, 1000, 2650, 2000, 2036, 700, 1500, 1626, 300, 500, 670]|[12.0, 14.0, 16.0, 20.0, 24.0, 30.0, 30.0, 36.0, 42.0, 50.0, 55.0, 65.0, 100.0, 110.0, 120.0]|/projects/snappower/snappower-charger-a-usb-charger-in-a-coverplate-no|1.0|high|2|low|0|snappower|Jeremy Smith|USA|2015-03-31|2015-05-15|45
67|Shantae: Half-Genie Hero|A Belly Dancing Hair-Whipping HD adventure from WayForward: makers of Ducktales Remastered, Adventure Time, & Contra 4!|Video Games|Los Angeles, CA|400000.0|776084.0|194.021|776084.0|18558|[137, 1000, 8680, 2492, 1550, 261, 501, 1396, 426, 682, 293, 107, 680, 95, 48, 5, 8, 0, 1]|[5.0, 12.0, 15.0, 25.0, 35.0, 45.0, 55.0, 60.0, 75.0, 90.0, 110.0, 150.0, 200.0, 350.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]|/projects/1236620800/shantae-half-genie-hero|1.0|dreaming|3|dreaming|3|1236620800|WayForward|USA|2013-09-04|2013-10-04|30
68|Pono Music - Where Your Soul Rediscovers Music|Pono's mission is to provide the best possible listening experience of your favorite digital music.|Sound|San Francisco, CA|800000.0|6225354.0|778.16925|6225354.0|18220|[1061, 538, 1010, 100, 2563, 1324, 713, 888, 500, 324, 365, 499, 500, 336, 492, 397, 374, 126, 500, 468, 358, 498, 456, 96, 500, 392, 193, 55, 500, 57, 251, 44, 7, 7, 275, 34, 111, 313, 72, 364, 30, 30, 21, 15]|[5.0, 50.0, 100.0, 200.0, 300.0, 300.0, 300.0, 300.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 5000.0, 5000.0, 5000.0, 5000.0]|/projects/1003614822/ponomusic-where-your-soul-rediscovers-music|1.0|dreaming|3|dreaming|3|1003614822|the PonoMusic Team|USA|2014-03-11|2014-04-15|35
69|Bee and PuppyCat: The Series|Bee and PuppyCat is a popular cartoon created by Natasha Allegri & Frederator Studios on Cartoon Hangover. We want to make it a series!|Animation|New York, NY|600000.0|872133.0|145.3555|872133.0|18209|[2114, 2246, 755, 3331, 1338, 2910, 823, 1887, 50, 50, 35, 49, 28, 147, 22, 1, 5, 1]|[15.0, 20.0, 20.0, 35.0, 35.0, 50.0, 75.0, 100.0, 150.0, 175.0, 200.0, 250.0, 300.0, 400.0, 750.0, 2500.0, 5000.0, 10000.0]|/projects/frederator/bee-and-puppycat-the-series|1.0|dreaming|3|dreaming|3|frederator|Frederator / Cartoon Hangover|USA|2013-10-15|2013-11-14|30
70|Armikrog.|A new adventure game made of clay. From the Neverhood creators - made possible because of YOU, our generous supporters.|Video Games|Lake Forest, CA|900000.0|974578.0|108.286444444|974578.0|18126|[587, 7000, 3389, 670, 836, 1070, 1097, 572, 418, 475, 791, 100, 70, 275, 27, 136, 8, 8, 44, 6, 18, 3, 5, 5, 5, 1, 2, 3]|[5.0, 20.0, 25.0, 30.0, 35.0, 45.0, 50.0, 60.0, 75.0, 90.0, 125.0, 130.0, 150.0, 200.0, 250.0, 350.0, 400.0, 495.0, 500.0, 650.0, 1000.0, 1500.0, 2500.0, 3500.0, 4500.0, 4500.0, 6000.0, 10000.0]|/projects/armikrog/armikrog|1.0|dreaming|3|dreaming|3|armikrog|Pencil Test Studios, Inc.|USA|2013-05-28|2013-06-27|30
71|HEX MMO Trading Card Game|For project updates or questions, please head over to hextcg.com       From the creators of the World of Warcraft Trading Card Game, HEX is a TCG / MMO that combines the best of both for your PC & MAC|Video Games|Irvine, CA|300000.0|2278255.0|759.418333333|2278255.0|17765|[273, 2981, 2717, 1641, 1795, 928, 250, 3205, 686, 144, 964, 113, 913, 959, 50, 24, 1, 13]|[10.0, 20.0, 35.0, 50.0, 65.0, 85.0, 90.0, 120.0, 250.0, 250.0, 250.0, 250.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]|/projects/cze/hex-mmo-trading-card-game|1.0|dreaming|3|dreaming|3|cze|Cryptozoic Entertainment|USA|2013-05-08|2013-06-07|30
72|Reaper Miniatures Bones: An Evolution Of Gaming Miniatures|Reaper's Bones KickStarter was a project to ramp up the production of the Bones line and get you the game models you want now! .|Games|Denton, TX|30000.0|3429235.0|11430.7833333|3429235.0|17744|[192, 6, 330, 16, 17, 48, 121, 32, 16475, 155, 274, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 6, 0, 10, 9, 5, 5, 0, 3]|[1.0, 7.0, 15.0, 18.0, 22.0, 25.0, 28.0, 60.0, 100.0, 110.0, 300.0, 325.0, 425.0, 425.0, 425.0, 450.0, 450.0, 475.0, 475.0, 525.0, 525.0, 600.0, 1000.0, 1000.0, 1000.0, 2000.0, 2000.0, 2200.0, 2500.0]|/projects/1513061270/reaper-miniatures-bones-an-evolution-of-gaming-min|1.0|high|2|low|0|1513061270|Reaper Miniatures|USA|2012-07-23|2012-08-25|32
73|Scythe|Create an empire with monstrous mechs and industrious workers in this alternate-history, 115-minute board game for 1-5 competitors.|Tabletop Games|St. Louis, MO|33000.0|1810294.0|5485.73939394|1810294.0|17739|[526, 2994, 1471, 9763, 2915]|[1.0, 59.0, 79.0, 99.0, 119.0]|/projects/jameystegmaier/scythe|1.0|high|2|low|0|jameystegmaier|Jamey Stegmaier|USA|2015-10-13|2015-11-05|23
