,Job_Title,Location,Company,Salary,No_of_Reviews,Company_Ratings,Job_Summary,Salary_Lower,Salary_Higher,State,City
477,Ophthalmic Surgical Education Training Center Coordinator,"Baltimore, MD",Johns Hopkins University,49165.0,348.0,51.0,"Responsible for operation of video equipment, data collection, and. It has collaborated with Johns Hopkins computer scientists to better assess surgical...",41427.0,56903.0,MD,Baltimore
478,Cryptologic Computer Scientist,"Fort Meade, MD 20755",NSA,75091.5,22.0,43.8,"Vital to our success will be a core of Computer Scientists. To advance the development of Computer Science, NSA has created a new Computer Science Development...",65572.0,84611.0,MD,"Fort Meade, M"
479,Associate scientist of downstream purification,"Camarillo, CA 93012",AskGene Pharma,55000.0,None,None,"Processes, records, and analyzes data following approved protocols and using good documentation practices....",55000.0,55000.0,CA,"Camarillo, C"
480,Sr Quantitative Financial Analyst\,"Westlake Village, CA",SoCal Search Group,160000.0,None,None,"Existing knowledge of BAC/CFC mortgage data (The W, Pysix, Lynx) and credit card data (Bacardi, SBIL). Experience with very large data sets....",160000.0,160000.0,CA,Westlake Village
481,Modelling and Simulation Computer Scientist,"Huntsville, AL 35805","Gleason Research Associates, Inc.",72800.0,None,None,"Generate and compare performance data. Provide analytical support in the areas of modeling &amp; simulation, system analysis, and verification and validation, and...",72800.0,72800.0,AL,"Huntsville, A"
482,"Post Doctoral Research Associate, Entomology and Plant Patho...","Knoxville, TN",University of Tennessee - Knoxville,50000.0,5.0,42.6,"The position will encompass activities such as writing PHP and javascript code, developing HTML and CSS templates, integrating biological and genomic data into...",50000.0,50000.0,TN,Knoxville
483,Scientific Programmer,"Santa Barbara, CA","University of California, Santa Barbara",74268.0,6.0,54.0,"Advanced quantitative skills in statistical and informatics areas, especially relative to modeling of earth/atmospheric/hydrological/biodiversity data,...",61908.0,86628.0,CA,Santa Barbara
484,Research Analyst,"Ventura, CA 93001",Ventura County Community College District,75684.0,3.0,52.8,Utilize data management and statistical software programs to organize data and perform statistical analyses; Formulate procedures and techniques for processing...,63576.0,87792.0,CA,"Ventura, C"
485,Projects Data Coordinator: National Center for Ecological An...,"Santa Barbara, CA",University of California Santa Barbara,52183.5,18.0,52.1,The Projects Data Coordinator works closely with the Director of Informatics Research and Development to identify issues that need attention to streamline the...,44367.0,60000.0,CA,Santa Barbara
486,Deputy Director: National Center for Ecological Analysis and...,"Santa Barbara, CA",University of California Santa Barbara,68000.0,18.0,52.1,The resident scientist community will grow over the next few years. Each year NCEAS hosts more than 500 visiting scientists and practitioners and over 30...,60000.0,76000.0,CA,Santa Barbara
487,Biostatistician III,"Salt Lake City, UT",University of Utah,88000.0,233.0,52.8,"Outcomes analyst, statistician or data scientist role), including deep expertise in statistical data analysis such as linear models, multivariate....",60700.0,115300.0,UT,Salt Lake City
488,Pediatric Project Manager II (12395B),"Salt Lake City, UT",University Of Utah,58300.0,233.0,52.8,Identifies and creates queries to improve data capture and assists in developing methods to clarify/clean existing data....,47600.0,69000.0,UT,Salt Lake City
489,Data Architect and Engineering with Security Clearance,"Bolling AFB, DC",Elite Technical Services,155000.0,None,None,"Data Architect, Data Scientist and Data Engineers holding TS/SCI CI Poly clearances. Top Secret Clearance / SCI with CI Poly • MS Preferred Computer Sciences,...",120000.0,190000.0,DC,Bolling AFB
490,Quantitative Risk Analyst,"Houston, TX",SearchAccountingJobs,177500.0,None,None,"The client is looking for talented individuals who love data, love solving business problems, and want to see their recommendations in action....",150000.0,205000.0,TX,Houston
491,Senior Research Quality Assurance Analyst,"Houston, TX",Baylor College of Medicine,54590.0,175.0,51.0,Data entry and management of Quality Assurance software system (Q-Pulse). Assists the cGMP Quality Assurance Program at the Center for Cell and Gene Therapy by:...,54590.0,54590.0,TX,Houston
492,Senior Research Policy Analyst,"Houston, TX",Baylor College of Medicine,72000.0,175.0,51.0,The Office of Research develops and maintains programs to streamline and support the discovery process while assuring adherence to the highest ethical,72000.0,72000.0,TX,Houston
493,"Supv, Cell Therapy Lab","Houston, TX",MD Anderson Cancer Center,83500.0,251.0,51.6,2.Quality Control and Data Management. Review records and approve data for accuracy and completion. Certified Medical Technologist (MT) or Medical Laboratory...,66800.0,100200.0,TX,Houston
494,Research Admin Analyst,"Houston, TX",MD Anderson Cancer Center,63750.0,251.0,51.6,"The University of Texas MD Anderson Cancer Center in Houston is one of the world's most respected centers focused on cancer patient care, research, education",45500.0,82000.0,TX,Houston
495,"Institute Assoc Scientist II - Program Biology, ORBIT","Houston, TX",MD Anderson Cancer Center,64750.0,251.0,51.6,Analyze data to ensure integrity and efficiency. Participate in integrated drug discovery research teams to provide data solutions....,46500.0,83000.0,TX,Houston
496,Lead Bioinformatics Programmer,"Houston, TX",Baylor College of Medicine,92500.0,175.0,51.0,"Production Integration with Hadoop Data Warehouse, DNAnexus. This senior-level position requires a high-performing programmer and scientist with demonstrated...",83000.0,102000.0,TX,Houston
497,Research Financial Analyst II,"Houston, TX",Baylor College of Medicine,65000.0,175.0,51.0,"Using data from Principal Investigators and study coordinators, this position determines whether proposed clinical projects are a qualifying clinical trial as...",65000.0,65000.0,TX,Houston
498,Senior Quality Assurance / Quality Control (Research) Analys...,"Houston, TX",Baylor College of Medicine,60998.0,175.0,51.0,External Title: Senior Quality Assurance / Quality Control (Research) Analyst Internal Title: Senior Research Quality Assurance Analyst The Senior QA/QC,60998.0,60998.0,TX,Houston
499,Bioinformatics Programmer II,"Houston, TX",Baylor College of Medicine,72120.0,175.0,51.0,"Uses and customizes statistical graphing tools to visualize sequence data. The candidate will be required to interact with other staff scientists,...",72120.0,72120.0,TX,Houston
500,"Forensic Scientist I-III(DNA Analysis), LES-Houston","Houston, TX",Texas Department of Public Safety,54294.0,98.0,44.4,Forensic Scientist I-III. Ability to present scientific data and the results of analyses to a lay jury in an understandable manner....,43392.0,65196.0,TX,Houston
501,Sr. Bioinformatics Programmer,"Houston, TX",Baylor College of Medicine,80500.0,175.0,51.0,"Production Integration with Data Warehouse, DNAnexus. This senior-level position requires a high-performing programmer and scientist with demonstrated...",70000.0,91000.0,TX,Houston
502,Big Data Analytics Manager,"Houston, TX",Oscar Technology,160000.0,None,None,"Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....",160000.0,160000.0,TX,Houston
503,C++ Software Engineer,"Houston, TX 77006 (Montrose area)",Rekruiters,250000.0,None,None,Analyzing system performance/trading data; Building applicationsthat parse and stream data; Working with our research scientists to deliver their algorithms and...,250000.0,250000.0,TX,"Houston, TX 77006 (Montrose area"
504,Catastrophe Risk Analyst - Quantitative,"Houston, TX",Selby Jennings,97500.0,None,None,This is for a Portfolio Analyst with one of the world’s largest asset managers - dedicated to natural catastrophe and weather related risk. Responsibilities,75000.0,120000.0,TX,Houston
505,Senior Predictive Modeling Actuary,"Houston, TX",Selby Jennings,100000.0,None,None,Senior Predictive Modeler A leading global insurer is looking to add a Predictive Modeler to their property and casualty actuarial group. This role will be,70000.0,130000.0,TX,Houston
506,Bioinformatics Postdoctoral Fellow,"Houston, TX 77058 (Pasadena area)",Texas A&M University,70000.0,494.0,53.4,Primary responsibilities include application and development of bioinformatic and biostatistic algorithms to process and analyze multiple types of high...,70000.0,70000.0,TX,"Houston, TX 77058 (Pasadena area"
507,Clinical Laboratory Scientist,"Salinas, CA",Natividad Medical Center,106200.0,15.0,44.4,Clinical Laboratory Scientist. Per-diem Clinical Laboratory Scientist. And chemical materials requiring OSHA Material Data Sheets;...,89808.0,122592.0,CA,Salinas
508,"Post Doctoral Research Associate, Entomology and Plant Patho...","Knoxville, TN",University of Tennessee - Knoxville,50000.0,None,None,"The position will encompass activities such as writing PHP and javascript code, developing HTML and CSS templates, integrating biological and genomic data into...",50000.0,50000.0,TN,Knoxville
509,Research Data Analyst,"Baltimore, MD",Johns Hopkins University,51114.0,348.0,51.0,Analyzing and interpreting data; Interact with collaborators to ensure secure and appropriate data transfer including de-identification of data sets as required...,43011.0,59217.0,MD,Baltimore
510,Research Audit Analyst,"Columbia, MD","Apex Sytems, Inc",45000.0,3.0,51.0,"Research Audit Analysts are responsible for data entry, data management, accounting and analyses of pooled data from various servicers....",45000.0,45000.0,MD,Columbia
511,Research Associate/Assistant Scientist MTD005,"San Diego, CA",Nitto BioPharma Inc.,75000.0,None,None,Performing cell culture and maintenance of cancer cell lines to be used to assess novel compounds• Executing cell biological screening experiments• Conducting...,75000.0,75000.0,CA,San Diego
512,Research & Planning Analyst,"San Diego, CA",San Diego Community College District,91302.0,18.0,52.1,Facilitate data informed discussions; Computer data base management and analysis applications; Provide research data and information to support enrollment...,68400.0,114204.0,CA,San Diego
513,Scientist,"San Diego, CA","IGE Therapeutics, Inc",53000.0,None,None,"The candidates working in a Team culture, are expected to be a cordial team player, skilled in both verbal and written communication, data organization and...",53000.0,53000.0,CA,San Diego
514,"Research Administrator, Analyst","San Diego, CA",UC San Diego,57500.0,42.0,51.6,Incumbent will work on proposals of diverse scope where analysis of data requires thorough understanding of complex regulations....,50000.0,65000.0,CA,San Diego
515,Bioinformatics Scientists,"San Diego, CA",Workbridge Associates,92500.0,25.0,41.4,"At least 2 years of experience in Illumina sequencing data and bioinformatics pipelines for alignment, variant calling, and CNV analysis....",85000.0,100000.0,CA,San Diego
516,Plasma Laboratory Manager,"San Diego, CA",UC San Diego,79350.0,42.0,51.6,"Advanced knowledge and ability to analyze large collections of scientific data,including statistical analysis, collection of large data sets , the integration...",68700.0,90000.0,CA,San Diego
517,Software Engineer (C#/Machine Learning),"San Diego, CA",Workbridge Associates,100000.0,25.0,41.4,Experience working with large amounts of data. A leading cybersecurity solutions company located in San Diego is looking to bring on a Software Engineer to...,85000.0,115000.0,CA,San Diego
518,Statistical Analysis Analyst Senior - #01424,"Richmond, VA",Dept of Corrections,69362.5,974.0,43.8,"This position is responsible for collecting, analyzing, and reporting data as appropriate. Demonstrated ability to compile data, develop measures, conduct...",50929.0,87796.0,VA,Richmond
519,"Genetic Counselor, Clinical Genomics","Richmond, VA",Lighthouse Recruiting,95000.0,None,None,"Join our Medical Laboratory Scientists Groups:. As a genetic counselor, you would have the opportunity to review patient genomic testing data interpret...",80000.0,110000.0,VA,Richmond
520,Lead Statistician,"Richmond, VA",Analytic Recruiting,135000.0,2.0,51.0,"Expertise in statistical software for data analysis (SAS or R). Requires expertise in statistics, behavioral science models, data mining and advanced analytics...",135000.0,135000.0,VA,Richmond
521,None,"Richmond, VA 23219 (City Center area)",Chmura Economics and Analytics,55000.0,None,None,You’ll work with an amazing team of economists and data scientists to sell state of the art software and data products....,55000.0,55000.0,VA,"Richmond, VA 23219 (City Center area"
522,Scientist I,"Richmond, VA",Dept of General Services,46746.5,None,None,"Complex data analysis; The Department of General Services, Division of Consolidated Laboratories (DCLS) seeks a qualified candidate to serve as a Scientist in...",40932.0,52561.0,VA,Richmond
523,Academic Python Developer,"Chicago, IL",Jobspring Partners,87500.0,12.0,40.8,Is genomic data something that fascinates and intrigues you? Experience with Genomic data or biological sciences is ideal but not required....,75000.0,100000.0,IL,Chicago
524,Data Scientist,"Chicago, IL",Jobspring Partners,115000.0,12.0,40.8,"As a Data Scientist with this company, you will be working on a team that’s looking at advancing and building on the existing data analytics effort....",100000.0,130000.0,IL,Chicago
525,Graduate Research Assistant,"Dayton, OH 45433",United States Air Force Research Laboratory,50000.0,None,None,"Assists in processing experimental data before, during and after analysis. Assists in developing flexible software under direction from a research scientist....",50000.0,50000.0,OH,"Dayton, O"
526,Medical Research Program Manager with Security Clearance,"Wright-Patterson AFB, OH",Lukos,65000.0,5.0,51.0,"This includes maintaining information in databases that contain specific documents related to projects such as Institutional Review Board (IRB) approvals,...",60000.0,70000.0,OH,Wright-Patterson AFB
527,Analytical Data Scientist,"Syracuse, NY",Joule Scientific,46800.0,3.0,40.8,"Assist with data compilation, verification activities. Support data/statistical analysis of performance and manufacturing data as part of quality control....",46800.0,46800.0,NY,Syracuse
528,POostdoctoral Research Scientist,"Syracuse, NY","State University of New York, Oswego",55000.0,None,None,"POST-DOCTORAL RESEARCH SCIENTIST.  Image reconstruction algorithms, data analysis and software development. The Research Foundation for SUNY on behalf of the...",50000.0,60000.0,NY,Syracuse
529,Natural Language Processing Scientist,"Chicago, IL",Workbridge Associates,145000.0,25.0,41.4,Hiring for a Senior Data Scientist with a strong Natural Language Processing background for a major healthcare corporation that is building out a new data...,145000.0,145000.0,IL,Chicago
530,Director of Data Science,"Chicago, IL",Workbridge Associates,200000.0,25.0,41.4,"Big Data with Hadoop, Hive, Impala. Mid, Senior, Lead, Data, Scientist, Machine, Learning, Predictive, Analytics, Engineer, Developer, Python, R, Hadoop, Hive,...",200000.0,200000.0,IL,Chicago
531,2D/3D Rendering VIsualization Specialist,"Omaha, NE",University of Nebraska Medical Center,60250.0,60.0,52.8,"Physicians, nurses and research scientists). EON Reality, AVIZO, Mimics) for manipulation and viewing of patient CT &amp; MRI data and segmentation of structural...",48200.0,72300.0,NE,Omaha
532,Graphic Arts Visualization Specialist,"Omaha, NE",University of Nebraska Medical Center,60250.0,60.0,52.8,"Physicians, nurses and research scientists). EON Reality, AVIZO , Mimics) for manipulation and viewing of patient CT &amp; MRI data and segmentation of structural...",48200.0,72300.0,NE,Omaha
533,Research Analyst,"Harrisburg, PA",Administrative Office of PA Courts,56923.0,None,None,Trains county court employees in data reporting practices and data definitions; Analyzes annual caseload data for trends;...,52091.0,61755.0,PA,Harrisburg
534,"Habitat Specialist, Senior - Public Works","Everett, WA",Snohomish County,74491.5,16.0,53.4,"Analyzing natural resource data. Snohomish County Surface Water Management (SWM) is seeking a Habitat Specialist to participate in salmon recovery, obtain...",67269.0,81714.0,WA,Everett
535,"Habitat Specialist, Senior - Public Works","Everett, WA",Snohomish County Public Works - Everett,74491.5,None,None,"Snohomish County Surface Water Management (SWM) is seeking a Habitat Specialist to participate in salmon recovery, obtain environmental permits for SWM-designed...",67269.0,81714.0,WA,Everett
536,SPAR Program Coordinator,"Bedford, MA 01730",Bedford Research Foundation,42500.0,None,None,"Email, word processing, data entry, internet searches. Experience and major areas of research as a Scientist. Excellent organizational skills, a willingness to...",35000.0,50000.0,MA,"Bedford, M"
537,Laboratory Technician I,"Maynard, MA",Commonwealth of Massachusetts,42421.5,134.0,51.0,Grade at the Forensic Scientist II or higher. Procedures to provide data for use in research or scientific experiments;...,36381.0,48462.0,MA,Maynard
538,Postdoctoral Research Associate I,"Tucson, AZ",University of Arizona,60000.0,236.0,53.4,Background in computational topology and topological data analysis of scientific data. Developing new techniques that characterize features of interest in the...,60000.0,60000.0,AZ,Tucson
539,(UPDATED) Postdoctoral Research Associate I,"Tucson, AZ",University of Arizona,51000.0,236.0,53.4,"Prior experience with spatiotemporal data and geospatial analysis using R, Python, and/or other computer programming languages is highly desired....",46000.0,56000.0,AZ,Tucson
540,Assistant Research Scientist (Part Time),"Tucson, AZ",University of Arizona,40000.0,236.0,53.4,"A part time Assistant Research Scientist position is available in the laboratory of Dr. Participate in ongoing projects, collect and analyze data, and help to...",40000.0,40000.0,AZ,Tucson
541,"Assistant/Associate Research Scientist (Phoenix, AZ)","Tucson, AZ",University of Arizona,95000.0,236.0,53.4,"Extract, integrate, and analyze health data from a variety of sources including data derived from electronic health records....",80000.0,110000.0,AZ,Tucson
542,Software Engineer (Temporary),"Tucson, AZ",University of Arizona,75000.0,236.0,53.4,"CyVerse is the National Science Foundation’s premier data management platform, working to design, deploy, and expand a national cyberinfrastructure for life...",75000.0,75000.0,AZ,Tucson
543,Research Assistant Professor - Division of Informatics,"Tucson, AZ",University of Arizona,97500.0,236.0,53.4,The ideal candidate will be an excellent scientist with good written communication skills and strong analytical skills....,85000.0,110000.0,AZ,Tucson
544,Postdoctoral Research Associate I - Division of Informatics,"Tucson, AZ",University of Arizona,60000.0,236.0,53.4,The ideal candidate will be an excellent scientist with written communication skills and strong analytical skills....,50000.0,70000.0,AZ,Tucson
